battery_capacity,current_battery_level,charging_power,temperature,charging_station_type,charging_time_minutes
73,39,216,39,DC_Fast,30.0
90,35,277,-4,AC_Slow,30.0
80,25,294,8,DC_Fast,30.0
46,86,295,17,AC_Slow,30.0
43,48,238,-1,AC_Slow,30.0
97,42,186,16,AC_Slow,30.0
92,35,150,2,AC_Slow,30.0
89,57,54,-9,AC_Slow,56.07398572657131
84,74,107,11,DC_Fast,30.0
50,47,37,48,AC_Slow,60.33699907624064
68,11,93,9,DC_Fast,38.71413516768027
95,15,345,49,AC_Slow,32.824512797320814
75,55,319,32,AC_Slow,30.0
64,59,245,-6,DC_Fast,30.0
60,47,270,-5,AC_Slow,30.0
96,27,227,24,DC_Fast,30.0
75,36,240,-10,DC_Fast,30.0
49,50,157,24,AC_Slow,30.0
76,81,61,-8,AC_Slow,30.0
48,83,326,43,AC_Slow,30.0
63,26,116,25,AC_Slow,48.595526994943484
74,71,19,-4,AC_Slow,70.18500496405233
88,38,273,18,DC_Fast,30.0
74,67,118,4,DC_Fast,30.0
87,79,256,0,AC_Slow,30.0
75,87,146,7,AC_Slow,30.0
57,31,118,33,DC_Fast,30.205956879637945
88,15,294,-7,DC_Fast,30.0
78,35,29,13,DC_Fast,121.23521462656954
71,48,314,0,AC_Slow,30.0
63,21,259,-5,AC_Slow,32.91340347624161
62,23,272,47,DC_Fast,30.0
71,31,130,40,DC_Fast,30.0
76,60,254,47,AC_Slow,30.0
51,32,291,49,DC_Fast,30.0
88,57,338,7,AC_Slow,30.0
94,80,57,4,DC_Fast,30.0
52,59,47,-8,AC_Slow,47.79639444879494
62,22,170,6,DC_Fast,30.0
64,19,46,22,DC_Fast,73.05698550915203
74,64,180,23,DC_Fast,30.0
80,18,71,19,DC_Fast,64.4541932170923
69,88,70,8,AC_Slow,30.0
56,61,87,-2,DC_Fast,35.89376443372112
88,11,109,29,AC_Slow,51.21273106962307
59,34,291,33,DC_Fast,30.0
87,22,190,20,DC_Fast,33.629711804800735
64,60,288,48,AC_Slow,30.0
61,67,8,16,DC_Fast,167.5937706126587
52,43,142,36,DC_Fast,30.0
98,44,183,14,AC_Slow,30.0
58,12,241,44,DC_Fast,32.21403894456184
88,68,22,-4,DC_Fast,88.35118480848548
75,79,307,42,DC_Fast,30.0
51,57,13,37,AC_Slow,140.0902200438482
80,73,33,-4,DC_Fast,48.84343304611327
58,28,148,9,AC_Slow,30.0
51,76,153,42,AC_Slow,30.0
48,82,68,33,AC_Slow,30.0
46,85,191,38,AC_Slow,30.0
67,14,231,32,DC_Fast,30.0
53,76,122,25,DC_Fast,30.0
70,20,258,8,AC_Slow,30.0
91,77,35,-9,DC_Fast,39.05470918361276
58,78,165,23,DC_Fast,30.0
97,10,219,45,DC_Fast,30.0
86,72,173,6,DC_Fast,30.0
55,38,85,13,DC_Fast,30.0
92,21,50,-2,DC_Fast,92.73255413629391
44,86,53,43,AC_Slow,30.0
74,50,302,-10,DC_Fast,30.0
51,11,287,31,AC_Slow,30.0
64,46,92,17,DC_Fast,39.759401672217436
91,54,125,44,AC_Slow,30.0
98,89,7,4,DC_Fast,105.08997769430054
60,57,320,10,AC_Slow,30.0
75,33,231,4,AC_Slow,30.0
92,31,83,46,DC_Fast,54.46888000137903
62,20,149,12,DC_Fast,30.0
55,67,246,42,AC_Slow,30.0
96,55,36,-9,DC_Fast,93.35622715926213
78,38,267,35,DC_Fast,30.0
84,44,215,25,DC_Fast,30.0
92,24,75,39,DC_Fast,58.32142662259064
81,69,201,-2,AC_Slow,30.0
97,51,62,-9,DC_Fast,69.10672957716673
78,52,116,-9,DC_Fast,30.0
53,89,52,7,DC_Fast,30.0
70,83,189,6,DC_Fast,30.0
97,58,331,30,AC_Slow,30.0
44,73,169,-3,DC_Fast,30.0
74,41,219,23,DC_Fast,30.0
62,73,335,23,DC_Fast,30.0
68,11,334,-6,AC_Slow,30.0
82,33,125,33,DC_Fast,33.28056134749477
50,75,217,18,AC_Slow,30.0
57,47,315,17,DC_Fast,30.0
86,40,45,5,DC_Fast,102.9009069995478
51,35,293,3,AC_Slow,30.0
48,38,172,41,AC_Slow,30.0
49,76,38,-9,DC_Fast,30.0
97,87,322,45,DC_Fast,30.0
83,34,279,29,DC_Fast,32.48845153814269
56,57,201,-7,DC_Fast,30.0
77,74,195,41,DC_Fast,30.0
46,62,225,30,AC_Slow,30.0
85,76,14,41,DC_Fast,89.89275910129291
52,27,124,20,AC_Slow,30.0
79,18,127,15,AC_Slow,42.3007107387356
81,47,251,16,DC_Fast,30.0
48,30,225,46,DC_Fast,30.0
89,74,265,40,AC_Slow,30.0
66,30,62,23,AC_Slow,58.790402359273216
97,36,319,20,DC_Fast,30.0
41,79,132,37,AC_Slow,30.0
44,53,191,0,AC_Slow,30.0
68,37,209,-3,AC_Slow,30.0
76,54,90,1,DC_Fast,30.0
77,26,108,24,DC_Fast,48.53152207938034
58,49,147,34,AC_Slow,30.0
47,12,209,23,AC_Slow,30.0
87,85,133,2,DC_Fast,30.0
84,85,250,16,DC_Fast,30.0
40,75,42,-3,AC_Slow,30.0
61,55,113,36,DC_Fast,30.0
91,39,313,45,DC_Fast,30.0
56,78,56,10,DC_Fast,30.0
46,18,5,30,DC_Fast,520.2430599267005
64,20,15,0,DC_Fast,236.87874774156992
84,78,318,11,AC_Slow,30.0
43,75,239,10,AC_Slow,30.0
75,40,132,17,DC_Fast,30.0
45,42,218,-8,DC_Fast,30.0
99,48,247,-4,DC_Fast,30.0
70,55,48,3,DC_Fast,55.75449978098065
58,46,10,4,AC_Slow,256.49023477213086
83,69,160,-2,AC_Slow,30.0
93,40,12,41,DC_Fast,319.75795181938474
78,20,9,32,DC_Fast,484.3256157649958
66,11,186,-4,DC_Fast,30.0
49,36,116,1,DC_Fast,30.0
65,11,277,8,DC_Fast,30.0
58,30,269,16,AC_Slow,30.0
78,67,216,7,AC_Slow,30.0
42,14,82,2,DC_Fast,35.90381405633902
84,61,274,32,DC_Fast,30.0
52,54,158,-10,AC_Slow,30.0
89,29,225,27,AC_Slow,30.0
67,70,29,10,AC_Slow,77.2709539590239
97,47,212,23,DC_Fast,30.0
59,29,7,2,AC_Slow,501.7473569100397
67,34,219,34,DC_Fast,30.0
47,11,116,40,DC_Fast,32.96177898140515
80,41,196,30,AC_Slow,30.0
78,35,51,40,DC_Fast,70.170655531475
40,79,225,12,AC_Slow,30.0
42,50,191,-10,DC_Fast,30.0
52,76,54,12,AC_Slow,30.0
67,10,201,46,AC_Slow,34.390904219767364
96,60,220,17,AC_Slow,30.0
99,14,225,48,AC_Slow,30.0
88,22,94,21,DC_Fast,47.211208344606376
64,28,236,-3,AC_Slow,30.0
95,21,327,44,AC_Slow,34.05805214332173
72,57,262,15,AC_Slow,30.0
77,34,157,3,AC_Slow,36.76872518786016
92,66,260,13,DC_Fast,30.0
45,44,262,37,AC_Slow,30.0
97,85,69,18,DC_Fast,30.0
83,14,194,-7,DC_Fast,31.00624674113301
84,31,95,7,DC_Fast,32.65723522524014
71,86,177,3,AC_Slow,30.0
84,66,251,16,DC_Fast,30.0
86,56,260,30,AC_Slow,30.0
60,63,120,36,AC_Slow,30.0
55,12,53,-8,AC_Slow,72.34511815167455
93,62,231,19,DC_Fast,30.0
60,40,73,48,AC_Slow,30.0
50,78,130,25,DC_Fast,30.0
99,42,217,12,DC_Fast,30.0
76,81,57,7,DC_Fast,40.23919975543164
75,59,116,35,DC_Fast,30.0
74,25,163,36,AC_Slow,30.0
58,85,244,29,AC_Slow,30.0
59,86,154,49,AC_Slow,30.0
96,48,143,-1,AC_Slow,30.0
57,55,117,45,AC_Slow,30.0
86,56,147,1,DC_Fast,30.0
80,53,142,42,DC_Fast,30.0
88,18,308,30,DC_Fast,30.0
53,59,35,-3,AC_Slow,55.02072290466838
54,86,297,21,DC_Fast,30.0
70,69,112,6,AC_Slow,30.0
40,24,288,30,DC_Fast,30.0
92,45,163,34,DC_Fast,30.594459637785903
93,72,330,3,DC_Fast,30.0
93,78,18,26,AC_Slow,60.72757411503554
42,89,126,-2,AC_Slow,30.0
55,50,219,46,AC_Slow,30.0
62,83,276,47,AC_Slow,30.0
96,33,29,15,DC_Fast,159.24276991776006
50,58,326,37,AC_Slow,30.0
51,27,298,40,AC_Slow,30.0
49,16,173,13,DC_Fast,30.0
71,13,107,12,DC_Fast,41.31482597603202
55,78,44,20,DC_Fast,44.32424800595501
47,69,239,28,AC_Slow,30.0
77,64,324,33,DC_Fast,30.0
51,25,93,47,DC_Fast,30.0
63,38,104,-9,AC_Slow,38.84461308572274
67,32,148,39,DC_Fast,30.0
92,23,86,7,AC_Slow,52.558458991427685
47,88,81,5,AC_Slow,30.0
97,58,63,18,AC_Slow,54.39165503188734
67,42,233,0,DC_Fast,30.0
75,34,95,-9,DC_Fast,30.925773132523
65,30,5,3,DC_Fast,640.5440366272097
47,26,273,-7,AC_Slow,30.0
97,32,290,28,DC_Fast,30.92966629697834
99,66,201,23,AC_Slow,30.0
89,67,278,42,DC_Fast,30.0
67,23,82,35,AC_Slow,71.30182642920931
67,29,145,28,AC_Slow,31.162128989939408
76,39,292,-2,AC_Slow,30.0
80,28,75,29,AC_Slow,64.00513739991844
75,62,54,30,AC_Slow,47.57734767087537
66,65,84,-4,AC_Slow,30.0
93,86,239,40,AC_Slow,30.0
56,32,291,6,AC_Slow,30.0
48,71,311,47,AC_Slow,30.0
72,42,159,12,AC_Slow,35.802599639271406
92,27,64,34,AC_Slow,91.36155824084915
59,82,37,0,AC_Slow,30.0
52,42,131,11,DC_Fast,30.0
67,41,225,7,DC_Fast,30.0
87,70,204,38,AC_Slow,30.0
68,63,130,17,DC_Fast,30.0
52,26,45,5,AC_Slow,68.29720271609357
85,28,279,31,DC_Fast,30.0
74,79,301,-7,AC_Slow,30.0
45,43,89,25,DC_Fast,30.0
57,34,93,11,AC_Slow,30.0
90,77,46,0,DC_Fast,35.60728725056923
44,83,124,10,AC_Slow,30.0
86,83,283,46,DC_Fast,30.0
64,20,37,29,DC_Fast,122.0628487776207
41,25,280,30,DC_Fast,30.0
49,70,157,5,AC_Slow,30.0
95,89,94,31,DC_Fast,30.0
69,16,108,44,DC_Fast,57.962234005878024
89,25,16,-2,AC_Slow,330.84884635000594
98,25,164,24,AC_Slow,30.0
84,49,200,46,DC_Fast,30.0
44,21,311,23,AC_Slow,30.0
94,44,266,-2,DC_Fast,30.0
95,30,95,2,DC_Fast,52.41006934715979
72,59,201,-5,AC_Slow,30.0
93,52,73,-7,DC_Fast,43.040875841598606
40,26,224,49,DC_Fast,30.0
57,41,218,35,AC_Slow,30.0
71,50,150,17,AC_Slow,30.0
86,15,237,0,DC_Fast,30.99723986478239
88,36,238,23,DC_Fast,30.0
50,29,218,47,DC_Fast,30.0
60,34,65,24,AC_Slow,30.599636833766425
65,75,82,-6,DC_Fast,34.81662214024871
64,18,99,46,DC_Fast,32.10067207834732
61,62,334,28,DC_Fast,30.0
98,70,220,0,AC_Slow,30.0
66,47,217,1,DC_Fast,30.0
88,12,308,32,DC_Fast,30.0
52,79,204,8,AC_Slow,30.0
72,64,35,2,AC_Slow,74.25307811229371
73,10,294,-7,DC_Fast,30.0
80,79,347,3,AC_Slow,30.0
74,54,139,33,DC_Fast,30.0
40,56,87,48,DC_Fast,30.0
60,88,51,-9,AC_Slow,30.0
87,35,210,-3,DC_Fast,30.0
94,23,81,11,DC_Fast,62.76063559698866
45,63,263,40,DC_Fast,30.0
67,80,96,2,DC_Fast,30.0
56,55,104,10,DC_Fast,30.0
44,40,199,10,AC_Slow,30.0
70,68,196,17,DC_Fast,30.0
44,38,72,22,DC_Fast,30.0
77,26,246,18,AC_Slow,30.0
42,23,94,26,AC_Slow,30.0
92,45,349,11,AC_Slow,30.0
62,67,14,47,AC_Slow,127.94926072700898
76,33,268,15,AC_Slow,30.0
92,72,272,48,AC_Slow,30.0
76,34,324,0,AC_Slow,30.0
49,68,122,0,AC_Slow,30.0
49,41,254,34,DC_Fast,30.0
58,27,63,23,DC_Fast,45.87602113681454
56,46,199,8,AC_Slow,30.0
60,35,54,37,DC_Fast,55.565900744713815
53,18,300,47,DC_Fast,30.0
48,73,101,26,DC_Fast,30.0
85,81,131,3,DC_Fast,30.0
40,29,250,18,DC_Fast,30.0
90,63,91,8,AC_Slow,30.0
84,39,81,26,AC_Slow,62.3466898809555
52,62,208,10,DC_Fast,30.0
43,72,150,13,AC_Slow,30.0
40,20,153,15,DC_Fast,30.0
88,40,115,30,DC_Fast,37.53740279770757
79,58,133,45,DC_Fast,30.0
71,28,257,1,AC_Slow,30.0
73,21,170,37,DC_Fast,30.0
67,24,301,8,DC_Fast,30.0
70,40,141,36,DC_Fast,30.36068693525243
47,52,283,38,AC_Slow,30.0
78,46,338,19,DC_Fast,30.0
65,88,15,4,AC_Slow,48.2863857051108
97,38,75,-8,DC_Fast,54.87748409943712
73,35,163,38,DC_Fast,30.0
93,11,220,2,DC_Fast,30.0
93,24,30,48,AC_Slow,180.75315376625971
42,13,290,-2,DC_Fast,35.58294522929138
98,59,166,49,DC_Fast,30.0
89,47,106,2,DC_Fast,45.062347921004594
51,32,73,5,DC_Fast,50.374179950533176
40,68,137,40,DC_Fast,30.0
93,84,193,3,DC_Fast,30.0
83,37,215,-3,AC_Slow,30.0
44,75,247,43,DC_Fast,30.0
69,17,170,8,AC_Slow,30.0
69,38,65,46,DC_Fast,46.94640322107893
98,20,283,45,AC_Slow,30.0
96,27,117,21,DC_Fast,61.19634637036123
56,64,34,24,AC_Slow,45.06956473070087
87,59,327,12,DC_Fast,30.0
86,23,165,10,AC_Slow,30.0
62,83,238,7,DC_Fast,30.0
54,18,343,37,AC_Slow,30.0
76,20,174,3,DC_Fast,30.29823335933469
60,72,322,5,DC_Fast,30.0
53,85,190,13,DC_Fast,30.0
41,76,61,38,AC_Slow,30.0
50,62,244,41,AC_Slow,30.0
90,48,261,21,AC_Slow,30.0
78,87,205,0,DC_Fast,30.0
77,65,329,34,AC_Slow,30.0
99,37,319,0,DC_Fast,30.0
73,84,306,49,DC_Fast,30.0
77,48,110,-7,DC_Fast,30.0
89,34,294,15,DC_Fast,30.0
73,30,105,35,DC_Fast,38.592381567176915
57,19,101,-6,DC_Fast,42.96949448798096
69,52,157,25,DC_Fast,30.0
54,24,33,22,AC_Slow,113.17767902447696
66,57,157,3,AC_Slow,30.0
90,30,77,21,DC_Fast,33.69122931488539
73,69,258,-4,DC_Fast,30.0
91,59,8,-1,AC_Slow,360.37694986738023
96,32,241,48,DC_Fast,30.0
77,22,42,-9,AC_Slow,123.41517998238169
72,78,24,-1,DC_Fast,49.887161267929734
63,13,117,24,DC_Fast,38.50468229193436
54,87,27,10,AC_Slow,31.78870787843987
99,81,140,29,AC_Slow,30.0
69,18,252,31,DC_Fast,30.0
94,44,305,-3,DC_Fast,30.0
81,30,101,35,AC_Slow,62.511717064493695
90,67,37,7,AC_Slow,53.158413355619174
56,27,139,-2,AC_Slow,30.0
44,81,259,43,DC_Fast,30.0
68,52,282,30,AC_Slow,30.0
43,15,137,19,DC_Fast,30.0
49,87,242,-7,AC_Slow,30.0
95,76,19,24,AC_Slow,107.45001478521985
56,21,281,3,AC_Slow,30.0
49,21,130,3,AC_Slow,30.0
56,75,349,42,DC_Fast,30.0
99,11,21,37,DC_Fast,287.5497787125262
59,24,316,26,AC_Slow,30.0
63,32,54,9,DC_Fast,67.16098665772554
44,38,139,18,DC_Fast,30.0
73,16,122,12,DC_Fast,47.304032781179586
45,37,310,45,AC_Slow,30.0
92,23,64,36,AC_Slow,73.07468974511066
41,53,129,10,DC_Fast,30.0
52,39,120,20,AC_Slow,30.0
82,41,177,21,AC_Slow,30.0
82,79,191,30,AC_Slow,30.0
87,15,92,-4,AC_Slow,54.90367327216843
50,36,207,2,DC_Fast,30.0
90,33,315,12,DC_Fast,30.0
86,43,324,-3,AC_Slow,30.0
96,49,186,1,DC_Fast,30.0
62,56,172,25,DC_Fast,30.0
94,88,185,5,DC_Fast,30.0
55,84,304,15,DC_Fast,30.0
70,33,134,18,DC_Fast,30.0
50,74,153,18,AC_Slow,30.0
93,27,310,-5,DC_Fast,30.0
55,53,213,26,DC_Fast,30.0
47,85,115,22,AC_Slow,30.0
43,66,141,20,AC_Slow,30.0
79,37,215,35,AC_Slow,30.0
43,80,150,30,DC_Fast,30.0
95,32,88,7,DC_Fast,70.37797103624597
64,43,34,27,AC_Slow,91.14516241126707
42,20,69,36,DC_Fast,66.52714349665519
71,44,28,20,AC_Slow,116.92059120949087
42,51,215,5,AC_Slow,30.0
66,37,226,29,DC_Fast,30.0
68,87,94,40,AC_Slow,30.0
71,33,110,26,DC_Fast,32.21288080874907
89,17,176,3,AC_Slow,30.0
97,62,234,28,AC_Slow,30.0
90,81,81,-7,AC_Slow,30.0
58,13,72,19,DC_Fast,47.671296705973475
60,14,96,49,AC_Slow,63.89714963125961
44,58,92,42,AC_Slow,30.0
57,39,54,22,AC_Slow,53.204248349649696
67,81,107,25,DC_Fast,30.0
81,72,50,19,DC_Fast,39.85313539585057
61,56,183,3,DC_Fast,30.0
60,35,271,12,DC_Fast,30.0
45,66,272,37,DC_Fast,30.0
40,46,324,17,AC_Slow,30.0
44,16,12,47,AC_Slow,243.3042372642025
80,49,269,-4,AC_Slow,30.0
51,48,82,31,AC_Slow,30.0
65,71,244,-1,DC_Fast,30.0
85,87,262,-7,AC_Slow,30.0
73,62,200,33,DC_Fast,30.0
88,13,334,27,DC_Fast,30.0
53,34,135,2,DC_Fast,30.0
65,16,347,10,AC_Slow,30.0
84,37,265,22,DC_Fast,32.53020904360427
66,78,246,29,AC_Slow,30.0
48,76,175,17,DC_Fast,30.0
65,29,151,12,AC_Slow,31.519353932097022
96,20,274,21,AC_Slow,30.0
86,76,153,37,DC_Fast,30.0
96,16,303,-6,DC_Fast,30.0
61,32,32,47,AC_Slow,97.63068372644524
86,70,153,15,AC_Slow,38.83552176449274
95,80,284,28,DC_Fast,30.0
69,43,186,15,DC_Fast,30.0
82,28,170,-8,DC_Fast,30.0
87,67,21,13,AC_Slow,111.81813206213816
56,18,154,42,DC_Fast,30.0
65,57,343,23,AC_Slow,30.0
75,50,49,23,DC_Fast,57.83887511133624
40,57,334,9,DC_Fast,30.0
47,54,193,44,DC_Fast,30.0
88,34,143,19,AC_Slow,32.92314511432889
74,87,65,31,AC_Slow,30.0
91,34,298,9,AC_Slow,30.0
54,28,326,30,AC_Slow,30.0
86,48,37,7,DC_Fast,80.06194528438624
95,88,303,27,DC_Fast,30.0
61,89,116,9,DC_Fast,30.0
53,36,295,-5,AC_Slow,30.0
65,83,41,47,AC_Slow,40.165739141679055
67,72,104,46,DC_Fast,30.0
62,77,27,31,DC_Fast,32.78420451866079
53,28,222,49,AC_Slow,30.0
63,37,93,14,AC_Slow,30.0
41,87,213,30,AC_Slow,30.0
84,42,275,30,AC_Slow,32.95351126358472
65,19,241,-8,DC_Fast,30.0
53,39,213,33,AC_Slow,30.0
98,31,282,32,DC_Fast,30.0
95,12,210,35,DC_Fast,30.0
90,84,82,46,DC_Fast,30.0
46,57,332,8,AC_Slow,30.0
42,11,102,-1,DC_Fast,30.0
86,85,340,40,DC_Fast,30.0
62,63,98,-6,DC_Fast,39.62800211104921
85,15,84,11,AC_Slow,57.407912415864836
82,49,42,-2,DC_Fast,64.37736118647562
86,11,232,22,DC_Fast,36.38947633069988
99,82,138,4,DC_Fast,30.0
84,11,200,13,AC_Slow,30.0
57,83,286,19,AC_Slow,30.0
97,64,105,25,DC_Fast,30.0
77,81,79,47,DC_Fast,30.0
74,69,298,28,AC_Slow,30.0
90,15,212,-5,AC_Slow,30.778542701114922
54,28,87,4,AC_Slow,34.26517785161761
64,36,147,27,DC_Fast,30.0
94,10,60,28,AC_Slow,102.29276804805679
76,42,291,41,AC_Slow,30.0
67,49,215,11,AC_Slow,30.0
49,41,183,-8,AC_Slow,30.0
78,78,62,42,DC_Fast,30.0
96,26,77,18,AC_Slow,74.63780272832071
56,17,219,18,DC_Fast,30.0
78,66,270,20,AC_Slow,30.0
61,51,77,34,DC_Fast,41.90954287603793
65,18,275,-9,DC_Fast,30.0
83,44,238,24,DC_Fast,30.0
64,80,323,34,DC_Fast,30.0
56,88,23,-2,AC_Slow,30.0
52,62,117,11,DC_Fast,30.0
59,63,67,8,DC_Fast,30.0
64,34,188,39,DC_Fast,30.0
43,76,281,26,DC_Fast,30.0
49,71,166,-1,DC_Fast,30.0
42,64,247,35,AC_Slow,30.0
80,55,149,10,DC_Fast,30.0
84,33,150,6,DC_Fast,30.0
57,55,85,-8,DC_Fast,30.0
86,31,326,-4,DC_Fast,30.0
75,20,325,30,DC_Fast,30.0
86,57,47,26,AC_Slow,67.97352770225153
61,17,317,25,AC_Slow,30.0
73,48,297,-8,AC_Slow,30.0
86,44,180,47,DC_Fast,30.0
47,58,73,2,DC_Fast,30.0
79,55,60,30,AC_Slow,35.19399892773169
88,47,123,19,DC_Fast,30.0
83,17,208,12,AC_Slow,30.0
58,63,59,49,DC_Fast,30.0
81,46,42,-4,DC_Fast,93.0792896141702
80,49,247,19,DC_Fast,30.0
76,43,205,18,AC_Slow,30.0
45,88,240,-3,AC_Slow,30.0
91,26,19,-1,AC_Slow,281.22144787408837
65,42,148,22,AC_Slow,30.0
73,56,81,48,AC_Slow,46.30888444672829
98,61,313,9,AC_Slow,30.0
95,89,267,18,DC_Fast,30.0
98,18,189,18,AC_Slow,36.23123574454365
84,42,59,42,AC_Slow,57.29164629214507
45,69,312,10,AC_Slow,30.0
76,86,8,-10,AC_Slow,94.5222180820141
96,30,303,40,DC_Fast,30.0
72,67,44,23,AC_Slow,37.34083683922753
92,78,234,33,AC_Slow,30.0
61,19,290,44,AC_Slow,38.26810181088551
60,15,142,21,AC_Slow,30.0
45,22,107,34,DC_Fast,30.0
45,74,11,3,DC_Fast,91.79633083034697
94,29,168,26,DC_Fast,30.0
87,66,280,24,AC_Slow,30.0
43,55,53,48,AC_Slow,30.0
69,17,100,13,AC_Slow,32.57804555403141
50,19,63,38,DC_Fast,62.435328874285574
69,82,235,-10,DC_Fast,30.0
70,76,181,35,AC_Slow,30.0
63,20,94,-5,AC_Slow,46.570172489164335
94,21,286,38,AC_Slow,30.0
48,19,40,-7,DC_Fast,56.29018445840193
94,34,175,27,AC_Slow,30.0
42,58,130,-10,DC_Fast,30.0
90,58,303,30,DC_Fast,30.0
70,20,208,20,DC_Fast,30.0
79,71,293,25,DC_Fast,30.0
76,45,101,-2,AC_Slow,30.0
75,48,242,30,DC_Fast,30.0
63,62,177,43,AC_Slow,30.0
70,87,305,34,DC_Fast,30.0
45,65,92,12,AC_Slow,30.0
41,10,21,20,DC_Fast,131.9488908126559
59,65,144,18,DC_Fast,30.0
67,13,258,38,DC_Fast,30.0
50,39,282,10,AC_Slow,30.0
43,21,155,-8,DC_Fast,30.0
54,44,338,47,DC_Fast,30.0
45,86,144,15,DC_Fast,30.0
93,61,118,-5,DC_Fast,30.0
88,40,72,9,AC_Slow,70.33913760112367
69,77,183,36,AC_Slow,30.0
95,61,129,35,AC_Slow,30.436066431284328
77,89,317,2,AC_Slow,30.0
90,16,315,30,DC_Fast,30.0
96,31,342,12,DC_Fast,30.0
41,84,237,4,DC_Fast,30.0
54,65,151,35,AC_Slow,30.0
50,67,115,20,DC_Fast,30.0
47,73,242,-7,AC_Slow,30.0
65,21,7,0,AC_Slow,583.1280288161969
90,16,215,43,AC_Slow,47.38152139347546
84,64,29,-9,DC_Fast,67.75987208546852
83,71,335,5,DC_Fast,30.0
44,82,188,40,DC_Fast,30.0
45,86,65,20,AC_Slow,30.0
65,64,127,37,DC_Fast,30.0
93,45,59,48,DC_Fast,48.38653153032247
43,33,167,28,AC_Slow,30.0
58,53,191,32,DC_Fast,30.0
59,26,43,33,DC_Fast,52.63364395172632
72,11,189,-7,AC_Slow,42.25177021195678
59,22,87,37,AC_Slow,44.42741168153316
88,40,199,17,DC_Fast,30.0
51,37,38,47,AC_Slow,69.85968272749179
86,69,117,5,DC_Fast,30.0
40,36,234,28,DC_Fast,30.0
65,24,287,14,AC_Slow,43.33695117547107
53,88,291,2,AC_Slow,30.0
77,42,159,-6,AC_Slow,30.0
76,29,169,19,AC_Slow,30.0
50,51,186,-10,DC_Fast,30.0
75,21,243,-6,AC_Slow,36.05109213505523
52,82,141,43,AC_Slow,30.0
82,32,343,3,AC_Slow,30.0
42,81,270,0,AC_Slow,30.0
72,23,191,23,DC_Fast,35.58880671069095
45,34,44,45,AC_Slow,58.49782617944352
89,86,314,18,AC_Slow,30.0
95,40,171,7,DC_Fast,30.0
49,63,264,4,AC_Slow,30.0
44,14,147,35,DC_Fast,30.0
62,22,208,14,DC_Fast,30.0
49,37,180,19,DC_Fast,30.0
83,52,266,34,DC_Fast,30.0
41,56,256,-9,AC_Slow,30.0
52,80,333,40,DC_Fast,30.0
79,47,204,29,AC_Slow,30.0
41,76,203,16,DC_Fast,30.0
59,71,200,43,DC_Fast,30.0
40,48,318,38,AC_Slow,30.0
76,46,81,4,AC_Slow,30.0
48,17,23,21,DC_Fast,133.19349416325304
56,61,66,9,AC_Slow,30.0
48,42,331,42,DC_Fast,30.0
50,51,285,3,AC_Slow,30.0
54,85,254,16,DC_Fast,30.0
63,36,231,-8,AC_Slow,30.0
77,17,131,38,AC_Slow,42.94360261292311
94,32,62,-8,DC_Fast,80.61068484709249
74,73,208,2,DC_Fast,30.0
69,29,247,14,DC_Fast,30.0
70,25,336,7,AC_Slow,30.0
88,26,330,-10,AC_Slow,30.0
44,89,256,28,DC_Fast,30.0
99,28,326,44,AC_Slow,30.0
83,17,203,-6,DC_Fast,30.0
89,47,347,-9,AC_Slow,30.0
53,47,244,19,AC_Slow,30.0
92,62,143,6,AC_Slow,32.63113314775773
95,40,126,18,DC_Fast,35.29558141681726
50,53,53,42,AC_Slow,40.64276188330164
48,69,308,31,AC_Slow,30.0
73,85,119,-7,AC_Slow,30.0
51,26,347,-2,AC_Slow,30.0
74,88,255,10,DC_Fast,30.0
74,82,11,32,AC_Slow,118.39255294277028
40,48,223,47,AC_Slow,30.0
79,51,81,1,AC_Slow,52.77666833251547
61,57,183,1,AC_Slow,30.0
99,21,149,39,DC_Fast,45.18788269574233
68,27,158,-7,AC_Slow,39.499860732458245
47,88,125,17,AC_Slow,30.0
50,15,128,-2,AC_Slow,30.0
80,52,154,29,AC_Slow,30.0
76,44,272,40,DC_Fast,30.0
53,63,331,45,AC_Slow,30.0
99,71,5,21,AC_Slow,460.7222316237666
69,78,165,2,DC_Fast,30.0
74,25,248,23,AC_Slow,41.58368172800603
60,17,255,8,DC_Fast,30.0
76,40,68,3,AC_Slow,57.988671211318476
44,19,303,-6,AC_Slow,30.0
58,65,252,16,AC_Slow,30.0
98,85,301,17,AC_Slow,30.0
53,79,119,15,AC_Slow,30.0
65,29,299,-1,AC_Slow,30.0
43,14,5,13,AC_Slow,585.6113198395554
64,32,45,6,AC_Slow,72.22797549708926
84,18,177,41,AC_Slow,30.0
81,67,92,5,AC_Slow,30.0
64,68,102,6,AC_Slow,30.0
57,89,92,-10,AC_Slow,30.0
79,63,255,49,DC_Fast,30.0
47,55,339,10,AC_Slow,30.0
78,31,145,43,DC_Fast,34.702736197883375
79,73,75,36,DC_Fast,30.0
53,17,141,38,AC_Slow,30.0
71,29,103,32,DC_Fast,30.0
90,60,155,11,AC_Slow,30.0
77,87,179,-6,AC_Slow,30.0
72,48,171,25,DC_Fast,30.0
62,46,347,47,DC_Fast,30.0
54,59,261,10,DC_Fast,30.0
72,43,228,45,AC_Slow,30.0
64,84,334,-2,DC_Fast,30.0
56,42,69,16,DC_Fast,30.0
72,40,73,37,DC_Fast,55.982755542248775
86,63,71,1,AC_Slow,48.285812556384506
